"","step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest","isFraud","isFlaggedFraud"
"4069769",300,"CASH_IN",96018.36,"C1936231473",104,96122.36,"C2009225862",0,0,0,0
"1284790",135,"TRANSFER",986593.9,"C1031999920",41620,0,"C1537830548",1649193,2375706,0,0
"3589728",262,"PAYMENT",8719.67,"C705758109",13266,4546.33,"M855806131",0,0,0,0
"6357060",710,"CASH_OUT",274327.8,"C1207305721",21012,0,"C549269634",1286957,1561285,0,0
"1151802",131,"CASH_OUT",226194.6,"C1155244821",0,0,"C1217771915",421976,648170.6,0,0
"5871200",403,"CASH_IN",296846.5,"C1985076731",7917337,8214183,"C1336177291",1248515,951668.7,0,0
"5632584",395,"CASH_OUT",19131.78,"C1792920036",11517,0,"C213361677",31330.79,50462.57,0,0
"506335",20,"CASH_OUT",236909.2,"C253225490",0,0,"C1949587390",2661667,2898577,0,0
"189839",13,"CASH_IN",250186,"C851483648",19918,270104,"C2004947954",397976.1,282789.6,0,0
"4363731",310,"CASH_OUT",293329.4,"C2031879472",679.44,0,"C2092078494",755155.8,1048485,0,0
"2095499",182,"CASH_IN",56233.86,"C2146883332",74419,130652.9,"C1402831372",0,0,0,0
"1864642",164,"PAYMENT",12259.3,"C895945276",83491.88,71232.58,"M790089964",0,0,0,0
"2767087",213,"PAYMENT",55518.35,"C1465303925",0,0,"M2108494763",0,0,0,0
"2563175",206,"CASH_IN",244637.9,"C2010041268",7729441,7974079,"C73973461",257671.7,13033.76,0,0
"5102979",355,"PAYMENT",1077.33,"C1753037475",0,0,"M1361027282",0,0,0,0
"73750",10,"CASH_OUT",34463.96,"C1039743543",61098,26634.04,"C2006234135",0,34463.96,0,0
"2345323",189,"TRANSFER",43115.29,"C1962035896",8182,0,"C1388149744",673937.2,717052.5,0,0
"4842672",347,"PAYMENT",39631.59,"C853429045",0,0,"M2055581972",0,0,0,0
"6338953",692,"PAYMENT",1117.53,"C1270702456",30030,28912.47,"M811639696",0,0,0,0
"828909",41,"CASH_IN",133938.2,"C1124479474",684182.1,818120.3,"C1762631407",752845,559061.8,0,0
"3132743",236,"PAYMENT",14667.72,"C1192891331",298483,283815.3,"M2032703472",0,0,0,0
"4486447",324,"CASH_OUT",425610.6,"C1029534302",0,0,"C567387875",482242.1,907852.8,0,0
"389350",17,"CASH_OUT",116297.2,"C1893417554",0,0,"C1661901745",125328.4,241625.6,0,0
"3993672",298,"CASH_IN",119739.3,"C896727384",9889258,10008998,"C1619829926",1536212,1416473,0,0
"4604157",329,"PAYMENT",47215.45,"C878748238",0,0,"M415053",0,0,0,0
"1005412",46,"PAYMENT",5946.39,"C146944120",144965,139018.6,"M1442145489",0,0,0,0
"2995664",232,"TRANSFER",715489.6,"C1174025454",0,0,"C757338900",4822824,5538314,0,0
"1470538",141,"PAYMENT",36729.5,"C2133190508",5384.37,0,"M1193705958",0,0,0,0
"2044636",181,"CASH_IN",99543.6,"C305124844",107946,207489.6,"C1884082310",3034928,2935384,0,0
"5845065",402,"CASH_IN",101400.2,"C527758897",2841552,2942952,"C33976742",139681.6,38281.43,0,0
"2277863",187,"PAYMENT",5971.08,"C905158203",163781.8,157810.7,"M1028431762",0,0,0,0
"2905092",228,"CASH_OUT",170858.9,"C108628771",0,0,"C1465684902",373596.6,544455.5,0,0
"2378181",192,"PAYMENT",7037.84,"C761733307",19823,12785.16,"M1373112666",0,0,0,0
"2898145",228,"CASH_IN",121678.3,"C520042349",8898870,9020548,"C381020551",209047.2,87368.86,0,0
"811082",40,"PAYMENT",7252.19,"C1711366295",0,0,"M1748552931",0,0,0,0
"3279775",251,"PAYMENT",25335.05,"C848032856",5341,0,"M1591556008",0,0,0,0
"5394522",377,"PAYMENT",7116.94,"C2062721079",0,0,"M1608914973",0,0,0,0
"2448547",203,"TRANSFER",191615.5,"C1017056540",0,0,"C488477320",1376951,1568567,0,0
"4795790",345,"CASH_IN",131974.6,"C153472582",4511981,4643955,"C1878656813",334095.4,202120.8,0,0
"1355509",138,"CASH_IN",465747.8,"C530135591",99556,565303.8,"C197646966",429684.7,0,0,0
"2982063",231,"TRANSFER",1580682,"C629035829",106178,0,"C1330004771",1319635,2900317,0,0
"277428",15,"CASH_IN",234150.7,"C91652010",4955962,5190113,"C1931568076",532994.1,298843.4,0,0
"5805649",401,"TRANSFER",146476,"C318037661",0,0,"C268786791",1430807,1577283,0,0
"988168",45,"PAYMENT",303.67,"C644769525",0,0,"M1706613536",0,0,0,0
"2233685",186,"CASH_OUT",166204.3,"C1689149614",10383,0,"C1586842829",602852.5,769056.8,0,0
"2445673",203,"PAYMENT",749.21,"C1225558324",0,0,"M751481223",0,0,0,0
"4756121",333,"CASH_OUT",129963.3,"C1820056820",0,0,"C2112814562",605381.3,735344.6,0,0
"423871",18,"PAYMENT",29481.15,"C975336080",10459,0,"M1927697194",0,0,0,0
"2492776",204,"CASH_OUT",170870.2,"C1535596921",49952,0,"C1767882854",23764.22,194634.5,0,0
"5981369",408,"TRANSFER",585205.2,"C113553717",0,0,"C891638963",654649.6,1239855,0,0
"4602273",329,"CASH_OUT",392233.5,"C183643204",0,0,"C920672254",473759.3,865992.8,0,0
"5780459",400,"TRANSFER",146300.3,"C1909481404",141965,0,"C1614510733",0,146300.3,0,0
"5119693",356,"TRANSFER",1185115,"C289016874",0,0,"C1870870959",5503552,6688667,0,0
"317609",16,"CASH_OUT",205791.3,"C151878780",416744,210952.7,"C34270461",8827488,9188979,0,0
"5120972",356,"CASH_IN",81973.23,"C1496610819",11010,92983.23,"C710968832",104490,0,0,0
"2932540",229,"PAYMENT",16768.7,"C278270866",34839.41,18070.71,"M499925235",0,0,0,0
"2208373",186,"PAYMENT",4933.17,"C586540014",0,0,"M1727795000",0,0,0,0
"2437365",203,"PAYMENT",10455.68,"C404294840",0,0,"M1176296441",0,0,0,0
"4202920",305,"CASH_OUT",288138.7,"C1595272097",0,0,"C1509119460",568098.9,856237.6,0,0
"4731098",332,"PAYMENT",19838.64,"C1217308827",118337.8,98499.13,"M1844541576",0,0,0,0
"2189427",185,"PAYMENT",4511,"C1845643478",142,0,"M1307929023",0,0,0,0
"5484648",379,"PAYMENT",6199.65,"C726516690",15085,8885.35,"M868587967",0,0,0,0
"1851059",164,"PAYMENT",24343.27,"C2145389837",0,0,"M79602022",0,0,0,0
"2492740",204,"PAYMENT",24407.66,"C1773740445",29704,5296.34,"M564070515",0,0,0,0
"5297711",373,"CASH_OUT",133146.6,"C33923549",0,0,"C737367913",5571014,5704161,0,0
"1368235",138,"CASH_IN",190951.7,"C2080518112",3717331,3908283,"C263052301",1282580,1091628,0,0
"3985116",298,"CASH_IN",165075.3,"C1951333273",1578107,1743182,"C104966991",937365.1,772289.8,0,0
"3937605",286,"PAYMENT",10695.62,"C1191413511",0,0,"M737281685",0,0,0,0
"4030616",299,"CASH_OUT",1879.23,"C2018623581",0,0,"C913695467",61276.32,63155.54,0,0
"1893734",165,"PAYMENT",2173.53,"C1497826762",258959,256785.5,"M1977684205",0,0,0,0
"1471743",141,"PAYMENT",21349,"C1725960935",185820,164471,"M71207958",0,0,0,0
"2688032",210,"PAYMENT",590.1,"C93978006",225445.9,224855.8,"M220799045",0,0,0,0
"479715",19,"CASH_IN",364475.7,"C1450840904",0,364475.7,"C1624100588",513951.6,149476,0,0
"31215",8,"CASH_IN",78031.22,"C1035025801",7562672,7640704,"C1935365522",612008.2,533977,0,0
"5099417",355,"CASH_OUT",269111.5,"C311911924",51996,0,"C1662007962",600.18,269711.7,0,0
"3293829",252,"PAYMENT",40694.91,"C791885869",0,0,"M780733901",0,0,0,0
"2262055",187,"CASH_OUT",111060.9,"C1764837076",1541,0,"C989578287",306537.5,417598.4,0,0
"2812484",225,"CASH_OUT",268338.6,"C307307877",0,0,"C29455616",831806.3,1100145,0,0
"3759015",279,"CASH_OUT",54174.96,"C1484815390",32434,0,"C1935660231",1143885,1198060,0,0
"5064364",354,"PAYMENT",9412.7,"C1890190531",0,0,"M35521238",0,0,0,0
"3771889",280,"TRANSFER",229461.6,"C438075954",0,0,"C332132362",292644,522105.6,0,0
"6359620",715,"CASH_OUT",276908.3,"C715628548",49733,0,"C570740625",0,276908.3,0,0
"5417259",378,"CASH_IN",6716.23,"C662725275",7090221,7096937,"C1931397974",1185174,1178458,0,0
"800345",40,"TRANSFER",499096.8,"C354836734",127636,0,"C2117724523",246886.3,745983.1,0,0
"4761963",334,"TRANSFER",255943.6,"C1923562761",0,0,"C2024481453",1094004,1349948,0,0
"3466329",258,"CASH_OUT",90003.86,"C109541494",0,0,"C145398933",6897322,6987326,0,0
"5279479",372,"CASH_IN",191702.3,"C554671136",104127,295829.3,"C228089983",121557.1,0,0,0
"1479671",141,"CASH_OUT",270388.5,"C1365450815",0,0,"C384132871",840848,1111237,0,0
"3725618",278,"CASH_OUT",91552.49,"C1347330504",79268,0,"C1343291072",0,91552.49,0,0
"1641672",157,"PAYMENT",6091.82,"C185064274",0,0,"M846624012",0,0,0,0
"822079",40,"CASH_OUT",388872.5,"C362899228",0,0,"C1489571589",2890973,3279845,0,0
"5087498",355,"PAYMENT",13949.64,"C1978901390",0,0,"M559002853",0,0,0,0
"3041575",234,"CASH_OUT",84272.53,"C1336388562",0,0,"C1972295687",90638.8,196223.5,0,0
"4670278",331,"CASH_OUT",210357.8,"C226196347",21806,0,"C607993827",2318054,2528412,0,0
"556280",22,"PAYMENT",3025.78,"C1631617432",457587,454561.2,"M1295136830",0,0,0,0
"2073390",182,"CASH_OUT",472976.3,"C732048817",22311,0,"C1248308661",399855.6,872831.9,0,0
"4136991",303,"CASH_OUT",289986,"C1880574045",1080,0,"C29937031",1176418,1466404,0,0
"1927666",168,"CASH_OUT",198198.3,"C1026094742",0,0,"C28421418",6368815,6567013,0,0
"3108715",235,"CASH_IN",286322.3,"C130286024",7289085,7575407,"C1340116265",725289.6,438967.3,0,0
"2429531",202,"TRANSFER",435806.1,"C905169836",0,0,"C1913938397",757597.3,1193403,0,0
"5493646",380,"CASH_OUT",32944.76,"C9397929",0,0,"C1314676285",9408450,9441395,0,0
"2256224",187,"CASH_OUT",111632.7,"C2098337081",0,0,"C1043586474",5742949,5854581,0,0
"5784189",400,"CASH_OUT",53643.73,"C173918845",20773,0,"C1205991461",0,53643.73,0,0
"3387722",255,"CASH_IN",58619.98,"C1005589947",1134,59753.98,"C418664488",0,0,0,0
"1463627",140,"CASH_OUT",90610.88,"C435993833",0,0,"C855257348",1610527,1701138,0,0
"1808532",163,"CASH_OUT",6394.12,"C1992377397",0,0,"C1876295118",1935503,1941897,0,0
"5462498",379,"PAYMENT",26456.19,"C1660777421",379,0,"M1944557374",0,0,0,0
"4417272",322,"CASH_OUT",13139.74,"C1801232714",0,0,"C295974164",8522884,8536024,0,0
"4975431",352,"PAYMENT",3807.3,"C1243118388",30570,26762.7,"M722349068",0,0,0,0
"2821463",226,"PAYMENT",5211.68,"C1406432855",0,0,"M1232711666",0,0,0,0
"4328970",308,"CASH_IN",177562.2,"C1652121569",31077,208639.2,"C868778065",1241638,1064075,0,0
"481566",19,"TRANSFER",333717.1,"C1055141215",0,0,"C967483199",1069468,1504915,0,0
"5246442",371,"PAYMENT",9602.37,"C1678796451",509247,499644.6,"M731904383",0,0,0,0
"2214884",186,"PAYMENT",35217.64,"C1582852890",51726,16508.36,"M1924751272",0,0,0,0
"978487",44,"CASH_IN",63492.03,"C1812732228",8938205,9001697,"C1114018004",994094.1,930602,0,0
"3948345",287,"PAYMENT",31083.96,"C200723728",691113,660029,"M1647835584",0,0,0,0
"4318050",308,"DEBIT",346.85,"C976929512",554,207.15,"C2077392958",590437.7,590784.5,0,0
"4186411",305,"CASH_IN",74117.15,"C1567690452",6632544,6706661,"C638870865",120381.6,46264.5,0,0
"4971070",352,"CASH_IN",54120.58,"C651975914",10482,64602.58,"C1984505478",0,0,0,0
"2754055",212,"PAYMENT",5557.34,"C301112327",104656.6,99099.2,"M455170925",0,0,0,0
"3824206",282,"CASH_OUT",49516.7,"C1865305705",6007,0,"C757530259",6210.28,55726.97,0,0
"6058325",500,"PAYMENT",17458.07,"C529558500",0,0,"M853348170",0,0,0,0
"3962073",297,"CASH_OUT",238889.4,"C854153177",0,0,"C1073580294",1432656,1671546,0,0
"3807961",281,"CASH_IN",368110.3,"C953418603",2965971,3334081,"C2010563453",587763.3,219653,0,0
"456926",19,"CASH_IN",148025.2,"C634036136",2772227,2920252,"C289394537",253255.3,105230.1,0,0
"3068809",235,"PAYMENT",4395.49,"C723932467",0,0,"M1503265504",0,0,0,0
"4055187",300,"CASH_OUT",279065.7,"C1043471499",0,0,"C932023309",518917.8,797983.5,0,0
"6248506",596,"PAYMENT",13245.16,"C498712272",0,0,"M108968769",0,0,0,0
"5868013",403,"CASH_IN",162405.3,"C65376608",1378240,1540645,"C681235232",6036127,5873722,0,0
"3586973",262,"PAYMENT",1294.25,"C746842713",29720,28425.75,"M1292727076",0,0,0,0
"5609325",394,"DEBIT",7235.04,"C2063148526",0,0,"C436227697",392422.5,399657.5,0,0
"462454",19,"CASH_IN",175289.3,"C1322807520",5439098,5614387,"C1356157756",883713.4,708424.1,0,0
"5658331",396,"CASH_OUT",50955.25,"C82316083",50857,0,"C1251398979",174042.6,224997.9,0,0
"5567677",393,"CASH_OUT",82907.45,"C710660767",0,0,"C1221435351",243366.5,326274,0,0
"1873110",164,"CASH_OUT",165389.5,"C1659288857",1053,0,"C459363825",38196.36,203585.9,0,0
"3552834",260,"PAYMENT",7069.44,"C438811079",0,0,"M1742055295",0,0,0,0
"5042296",354,"CASH_OUT",272798.6,"C419296313",150,0,"C49423273",332976.4,605775,0,0
"3226133",250,"CASH_OUT",40501.13,"C250784206",7153,0,"C1567029030",217620.4,258121.5,0,0
"5025881",353,"CASH_IN",83404.54,"C352293177",32958,116362.5,"C1871777882",176692.9,93288.35,0,0
"1629464",157,"CASH_IN",129758.9,"C911711961",1498401,1628160,"C1062714827",4568615,4438856,0,0
"728709",37,"CASH_IN",151390.5,"C1161302496",50590,201980.5,"C349796691",0,0,0,0
"1324498",137,"CASH_OUT",282668,"C1943246099",10939,0,"C829379011",243155,525823.1,0,0
"1409605",139,"CASH_OUT",220140.7,"C28762717",18326,0,"C1942072823",392236.3,612377.1,0,0
"572259",24,"PAYMENT",6382.45,"C1204887171",0,0,"M1936528816",0,0,0,0
"3838915",282,"CASH_IN",76630.41,"C77239902",22484,99114.41,"C1663947085",479071.5,402441.1,0,0
"2106110",183,"CASH_OUT",129708.2,"C581253995",0,0,"C1153076292",429542.3,559250.6,0,0
"965785",44,"CASH_IN",102859.6,"C1733592173",30917,133776.6,"C247905365",358926.6,256066.9,0,0
"4570071",327,"TRANSFER",102244.8,"C1144365608",0,0,"C796306507",143776,246020.8,0,0
"2982862",231,"TRANSFER",214925.9,"C264230845",0,0,"C221949533",2200652,2415578,0,0
"313495",16,"PAYMENT",21.31,"C325074371",0,0,"M1086540810",0,0,0,0
"5287747",373,"PAYMENT",6368.98,"C781579282",14663,8294.02,"M981945300",0,0,0,0
"5016378",353,"PAYMENT",16004.81,"C1932459091",115578,99573.19,"M1272847741",0,0,0,0
"713618",37,"CASH_OUT",195.35,"C1040025557",674,478.65,"C1272277371",533043.8,533239.1,0,0
"463365",19,"CASH_OUT",326020.9,"C502152297",334962.9,8941.95,"C2009051476",1579694,1905715,0,0
"2080508",182,"PAYMENT",4287.07,"C2057855589",50532,46244.93,"M2020874539",0,0,0,0
"6028597",471,"CASH_OUT",468407.1,"C783264825",15439,0,"C1739982079",0,468407.1,0,0
"1296295",136,"PAYMENT",18079.29,"C1926004570",2310.45,0,"M609803219",0,0,0,0
"314376",16,"CASH_IN",147202.5,"C1212682330",1509794,1656996,"C166387148",3826988,4264355,0,0
"3171764",238,"CASH_OUT",247400.9,"C1580943276",0,0,"C324641091",2013432,2260833,0,0
"3733893",278,"PAYMENT",2406.56,"C324351662",51634,49227.44,"M799557618",0,0,0,0
"2221700",186,"CASH_IN",39934.65,"C31232339",48682,88616.65,"C1499554163",1330639,1290704,0,0
"2974842",231,"TRANSFER",84666.24,"C2056609586",18661.86,0,"C1125930178",845653.5,930319.7,0,0
"4921218",350,"CASH_OUT",15437.6,"C2035176086",0,0,"C1739176782",266631.9,282069.5,0,0
"278118",15,"CASH_OUT",643676.5,"C899089066",0,0,"C1684975696",1900830,3452751,0,0
"5316093",374,"CASH_OUT",297019.5,"C1150795915",558149.4,261129.9,"C1668048817",2854647,3151667,0,0
"3211749",249,"CASH_OUT",89854.7,"C312557134",0,0,"C704610313",1741952,1831806,0,0
"166746",12,"CASH_OUT",11087.21,"C520670841",0,0,"C1110751962",386957.9,768647.4,0,0
"1894608",165,"CASH_IN",51765.22,"C184580",4677634,4729399,"C26061371",1308499,1256734,0,0
"3229131",250,"PAYMENT",17124.96,"C910321726",102380,85255.04,"M107561470",0,0,0,0
"2913457",229,"PAYMENT",29926.06,"C1639256688",40941,11014.94,"M128712123",0,0,0,0
"3446756",257,"PAYMENT",19280.39,"C1183148492",0,0,"M2118812745",0,0,0,0
"2204319",186,"PAYMENT",7193.03,"C269733810",28182.48,20989.45,"M683409019",0,0,0,0
"3534247",259,"CASH_OUT",293876.8,"C2099468897",29884,0,"C1935353692",305696.2,599573.1,0,0
"2259372",187,"CASH_OUT",170414.4,"C1654412782",195372,24957.57,"C1158776819",61626.37,232040.8,0,0
"1236902",134,"PAYMENT",1298.48,"C424430769",0,0,"M646962913",0,0,0,0
"503653",20,"CASH_IN",164251.8,"C1135859276",0,164251.8,"C201482178",2570739,2406487,0,0
"3588750",262,"CASH_OUT",257293,"C1783203154",0,0,"C1135466113",928176.5,1185470,0,0
"2685625",210,"PAYMENT",16578.75,"C1451399197",10774,0,"M126495714",0,0,0,0
"4541114",326,"CASH_OUT",79158.77,"C50402272",0,0,"C1734376877",2022760,2101919,0,0
"4875930",348,"TRANSFER",2791295,"C548558100",101201,0,"C606174015",7191960,9983255,0,0
"5162754",358,"PAYMENT",14277.58,"C1295548058",11117,0,"M771422225",0,0,0,0
"5868843",403,"CASH_OUT",408302.2,"C419619777",0,0,"C1698384400",1686696,2094998,0,0
"4983787",352,"PAYMENT",17496.95,"C388744321",406576.8,389079.8,"M1870547763",0,0,0,0
"1595199",156,"CASH_OUT",56018.57,"C1501907260",0,0,"C1332443944",587249.3,643267.9,0,0
"1681208",159,"CASH_OUT",177468,"C1076996830",0,0,"C2132243344",637808.1,815276.1,0,0
"1329969",137,"CASH_OUT",35847.74,"C599643100",21577,0,"C1627403267",3425880,3461727,0,0
"967687",44,"CASH_OUT",78604.58,"C1821424273",0,0,"C1690141314",380811.3,459415.9,0,0
"2561747",206,"PAYMENT",5605.66,"C1552305997",111869.2,106263.6,"M7902451",0,0,0,0
"693082",36,"CASH_OUT",322613,"C817213490",0,0,"C596563061",2184854,2507467,0,0
"2657462",210,"CASH_OUT",436161.2,"C2092772232",0,0,"C1611212703",2108364,2765102,0,0
"508461",20,"CASH_OUT",114826.6,"C998185685",71844.24,0,"C1954883443",1495052,1609879,0,0
"1922759",167,"CASH_IN",79232.96,"C631922072",7093,86325.96,"C1243430105",31556.08,0,0,0
"2121830",183,"CASH_IN",192453.2,"C829964427",2536611,2729064,"C726696791",6021201,5828747,0,0
"3498542",259,"CASH_IN",82785.73,"C2115709536",1011,83796.73,"C1072103969",0,0,0,0
"385243",17,"CASH_OUT",161055.9,"C400580763",375167.2,214111.4,"C807312866",0,161055.9,0,0
"929009",43,"CASH_IN",12630.42,"C1408143954",9570,22200.42,"C1399466603",882388.1,869757.7,0,0
"5992214",420,"PAYMENT",643.34,"C451630997",20781,20137.66,"M686667994",0,0,0,0
"4899583",349,"PAYMENT",18520.95,"C929055929",40388,21867.05,"M1106411928",0,0,0,0
"5698826",397,"CASH_OUT",110612.5,"C249337122",20849,0,"C1698441418",147490.7,258103.2,0,0
"3899079",284,"PAYMENT",5745.94,"C222714269",0,0,"M975093444",0,0,0,0
"425967",18,"CASH_IN",182715.6,"C927819481",779051.3,961767,"C1223920906",340068.9,157353.3,0,0
"39911",9,"PAYMENT",12245.68,"C1988563423",39194,26948.32,"M314784825",0,0,0,0
"4658660",330,"PAYMENT",5114.37,"C1189615385",98374,93259.63,"M2126091288",0,0,0,0
"4277074",307,"CASH_OUT",251116.1,"C168561526",0,0,"C954488724",5083997,5335113,0,0
"6125574",540,"PAYMENT",14764.77,"C149271096",0,0,"M525028536",0,0,0,0
"2717826",211,"CASH_IN",215415.4,"C1411503048",15582621,15798037,"C989553555",1452403,1236987,0,0
"2361388",190,"CASH_OUT",92963.76,"C1947996750",110053.1,17089.3,"C2018248828",1784894,1877858,0,0
"1821214",163,"CASH_IN",14868.96,"C1158536417",29220509,29235378,"C37731659",1731595,1716726,0,0
"890213",42,"CASH_OUT",52662.59,"C1714335928",0,0,"C1863854659",348878.8,401541.4,0,0
"5995715",423,"CASH_IN",145291.4,"C1120430929",823213.1,968504.5,"C963270886",9353157,9207865,0,0
"3676514",276,"CASH_OUT",250689.4,"C1986549302",0,0,"C924311290",2054863,2305552,0,0
"3133434",236,"CASH_OUT",54983.42,"C430287417",1854.27,0,"C1422244708",3081253,3136236,0,0
"381779",17,"PAYMENT",2533.43,"C939383658",765,0,"M1048379698",0,0,0,0
"4619560",329,"PAYMENT",22966.37,"C2004142893",5255,0,"M1547298181",0,0,0,0
"4861710",348,"TRANSFER",2807950,"C1229743241",0,0,"C741949212",7685394,10493344,0,0
"1180902",132,"PAYMENT",18106.31,"C1908057673",0,0,"M870099347",0,0,0,0
"280397",15,"CASH_OUT",233547,"C437974011",0,0,"C2008027547",637483.7,871030.7,0,0
"2697287",211,"PAYMENT",16828.23,"C698152981",0,0,"M555638921",0,0,0,0
"1006227",46,"PAYMENT",1624.43,"C326405833",1840,215.57,"M1527999371",0,0,0,0
"2471466",204,"CASH_IN",338295.5,"C1193464325",52113,390408.5,"C65438945",887649.5,549354.1,0,0
"988863",45,"DEBIT",1835.07,"C1531575169",37672.56,35837.49,"C606713412",5528362,5555620,0,0
"1205900",133,"CASH_OUT",109669.8,"C568439448",201657,91987.16,"C733880041",0,109669.8,0,0
"4282417",307,"CASH_OUT",176503.4,"C1044097459",9693,0,"C1668959451",18544.4,372936.9,0,0
"1980897",179,"PAYMENT",9491.17,"C657389724",59082.96,49591.79,"M1003597127",0,0,0,0
"1641716",157,"CASH_OUT",178783.1,"C547214217",0,0,"C1836157794",298864.2,477647.3,0,0
"1583040",155,"PAYMENT",6163.02,"C1504019360",93085,86921.98,"M745026861",0,0,0,0
"4647285",330,"CASH_IN",136179.4,"C1782462524",5004946,5141126,"C1000541990",471146.3,334966.9,0,0
"2336483",189,"CASH_IN",199175.5,"C1674948291",2339169,2538344,"C913607245",2163138,1963962,0,0
"1877677",164,"PAYMENT",22490.89,"C949293474",39047.57,16556.68,"M973260896",0,0,0,0
"4224080",306,"PAYMENT",12561.47,"C937011373",255955.1,243393.6,"M1016031543",0,0,0,0
"1613582",156,"CASH_OUT",273091.5,"C994960435",0,0,"C1827261325",711981.2,985072.7,0,0
"3608666",265,"TRANSFER",807261.9,"C707006191",0,0,"C1381357019",7682382,8489644,0,0
"4814170",346,"CASH_IN",289959.3,"C216808940",3182508,3472468,"C1338328374",672852.7,382893.4,0,0
"845654",41,"CASH_IN",130313.6,"C600802940",7484,137797.6,"C977052772",0,0,0,0
"3892373",284,"CASH_OUT",402625.4,"C1117840204",0,0,"C1101624960",538421,941046.3,0,0
"2202461",185,"CASH_IN",87534.58,"C731671901",8557001,8644536,"C1366522696",1023166,935631.4,0,0
"4246588",306,"CASH_OUT",218388.1,"C1189007214",28807,0,"C1339555638",4234209,4452597,0,0
"3333085",253,"CASH_OUT",87090.44,"C706406666",132712.3,45621.89,"C999447702",619533.9,706624.3,0,0
"2981927",231,"CASH_IN",337760,"C289796665",78291,416051,"C21600727",0,0,0,0
"723454",37,"CASH_IN",3147.17,"C1171210172",51516,54663.17,"C752387643",80234,0,0,0
"5699368",398,"PAYMENT",23465.11,"C1038280309",0,0,"M401735724",0,0,0,0
"4131099",302,"CASH_IN",103554.6,"C1510199457",127683,231237.6,"C1287847325",1441001,1337446,0,0
"3220582",250,"PAYMENT",35568.99,"C868748711",0,0,"M405007097",0,0,0,0
"5242654",371,"CASH_OUT",324230.8,"C1726335180",25810,0,"C185432557",0,324230.8,0,0
"3999085",298,"CASH_OUT",313446.5,"C1913883282",20262,0,"C151006592",0,313446.5,0,0
"4983432",352,"CASH_IN",163481.2,"C627601385",38941,202422.2,"C802000626",0,0,0,0
"4076334",301,"PAYMENT",7026.12,"C70877669",0,0,"M1790059322",0,0,0,0
"1479071",141,"CASH_IN",165351.6,"C190978542",206560,371911.6,"C326402944",912737.4,747385.8,0,0
"6307429",684,"PAYMENT",257.75,"C1462202399",0,0,"M1760628017",0,0,0,0
"3107256",235,"CASH_OUT",268210.4,"C132765182",9328,0,"C1870826152",1727524,1995734,0,0
"5903189",403,"CASH_OUT",104003.5,"C17097425",12427,0,"C965583823",1637553,1741557,0,0
"6254374",597,"CASH_IN",228653.2,"C1739738650",3870324,4098977,"C1215987320",767372.3,538719.2,0,0
"5503379",380,"CASH_OUT",97223.97,"C884267698",1835,0,"C101391086",1102931,1200155,0,0
"4522326",326,"CASH_OUT",364183.9,"C1501155931",0,0,"C1754175015",1784873,1820899,0,0
"1401223",139,"CASH_OUT",68732.3,"C1188637913",0,0,"C610018122",427717.9,332894.8,0,0
"25029",8,"CASH_OUT",350385.5,"C1068735747",25887,0,"C47228838",373606,711251.5,0,0
"4296102",307,"CASH_OUT",48554.4,"C135655646",0,0,"C70081019",469221.3,517775.8,0,0
"5140228",356,"PAYMENT",6626.97,"C2096996844",1058,0,"M381330340",0,0,0,0
"1967826",178,"PAYMENT",1566.76,"C767168691",30000,28433.24,"M730607281",0,0,0,0
"883820",42,"CASH_IN",27249.23,"C1991408303",20109,47358.23,"C708006106",716848.7,689599.5,0,0
"1302136",136,"CASH_OUT",120314.4,"C583214965",15818,0,"C634502879",386756.3,507070.7,0,0
"6048131",492,"PAYMENT",12797.88,"C145087292",0,0,"M269964229",0,0,0,0
"985736",45,"PAYMENT",1262.24,"C1994128448",6902,5639.76,"M46144841",0,0,0,0
"312182",16,"PAYMENT",9454.69,"C1428515750",19576,10121.31,"M1094716817",0,0,0,0
"237185",14,"CASH_OUT",270887.1,"C388277684",0,0,"C1203655776",442903.3,817008.9,0,0
"3918903",284,"CASH_OUT",12646.92,"C428293209",95916,83269.08,"C668170786",0,12646.92,0,0
"3999700",298,"PAYMENT",58986.99,"C223717190",5194,0,"M82641445",0,0,0,0
"1068546",120,"CASH_OUT",172890.3,"C656847636",0,0,"C1108051030",469847.7,642738,0,0
"1066623",120,"PAYMENT",3982.35,"C766976930",0,0,"M1175524140",0,0,0,0
"36353",9,"PAYMENT",5185.62,"C855234304",0,0,"M1000393661",0,0,0,0
"5587597",394,"PAYMENT",12008.13,"C1665200359",246493,234484.9,"M346341662",0,0,0,0
"5171035",358,"PAYMENT",1082.84,"C1701725060",79761,78678.16,"M1725300434",0,0,0,0
"154070",12,"CASH_OUT",88216.47,"C1692419932",101253,13036.53,"C784263051",1407021,1773709,0,0
"3908711",284,"PAYMENT",25164.43,"C1577839338",0,0,"M659568785",0,0,0,0
"1581561",155,"CASH_IN",31736,"C442605273",8602728,8634464,"C83597748",646971.1,554579.1,0,0
"2888060",228,"PAYMENT",2629.25,"C221822482",0,0,"M189546879",0,0,0,0
"2560230",206,"PAYMENT",58820.02,"C292019810",0,0,"M2085124150",0,0,0,0
"821399",40,"PAYMENT",12373.05,"C1574028756",0,0,"M152322319",0,0,0,0
